Craigslist URL,Neighborhood,City,State,Zip Code,RentStatusLastRun,RentDateLastRun,HomeStatusLastRun,HomeDateLastRun,||,Last Rat Diff Updated,rat_1_bed,diff_1_bed,rat_2_bed,diff_2_bed,rat_3_bed,diff_3_bed,rat_4_bed,diff_4_bed,rat_5_bed,diff_5_bed,rat_6_bed,diff_6_bed,rat_1_bed_c,diff_1_bed_c,rat_2_bed_c,diff_2_bed_c,rat_3_bed_c,diff_3_bed_c,rat_4_bed_c,diff_4_bed_c,rat_5_bed_c,diff_5_bed_c,rat_6_bed_c,diff_6_bed_c,rat_1_bed_h,diff_1_bed_h,rat_2_bed_h,diff_2_bed_h,rat_3_bed_h,diff_3_bed_h,rat_4_bed_h,diff_4_bed_h,rat_5_bed_h,diff_5_bed_h,rat_6_bed_h,diff_6_bed_h,rat_1_bed_th,diff_1_bed_th,rat_2_bed_th,diff_2_bed_th,rat_3_bed_th,diff_3_bed_th,rat_4_bed_th,diff_4_bed_th,rat_5_bed_th,diff_5_bed_th,rat_6_bed_th,diff_6_bed_th
sanfrancisco,,San Francisco,CA,94127,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94128,Successful,'2017-01-21',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94129,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94130,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94131,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94132,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94133,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94134,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94137,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94139,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94140,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94141,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94142,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94143,Successful,'2017-01-21',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94144,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94145,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94146,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94147,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94151,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94158,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94159,Successful,'2017-01-21',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94160,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94161,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94163,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94164,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94172,Successful,'2017-01-21',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94177,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanfrancisco,,San Francisco,CA,94188,Successful,'2017-01-20',Successful,'2017-01-22',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
